Lipid ID	Level	Name	Abbreviation*	Synonyms*	Lipid class*	Parent	Components*	SMILES (pH7.3)	InChI (pH7.3)	InChI key (pH7.3)	Formula (pH7.3)	Charge (pH7.3)	Mass (pH7.3)	Exact Mass (neutral form)	Exact m/z of [M.]+	Exact m/z of [M+H]+	Exact m/z of [M+K]+	Exact m/z of [M+Na]+	Exact m/z of [M+Li]+	Exact m/z of [M+NH4]+	Exact m/z of [M-H]-	Exact m/z of [M+Cl]-	Exact m/z of [M+OAc]-	CHEBI	LIPID MAPS	HMDB	PMID
SLM:000055252	Species	Lysophosphatidate (24:4)	LPA(24:4)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C27H45O7P	-2	512.616882	514.305969	514.30542	515.313232	553.269104	537.295166	521.321411	532.339783	513.298645	549.27533	573.319763				
SLM:000055253	Species	Lysophosphatidate (24:5)	LPA(24:5)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C27H43O7P	-2	510.601013	512.290283	512.289734	513.297546	551.253479	535.279541	519.305725	530.324097	511.28302	547.259705	571.304138				
SLM:000055254	Species	Lysophosphatidate (24:6)	LPA(24:6)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C27H41O7P	-2	508.585114	510.274628	510.274078	511.281921	549.237793	533.263855	517.2901	528.308472	509.267365	545.244019	569.288513				
SLM:000055255	Species	Lysophosphatidate (26:0)	LPA(26:0)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C29H57O7P	-2	548.733521	550.399841	550.399292	551.407104	589.362976	573.389038	557.415283	568.433655	549.392578	585.369263	609.413696				
SLM:000055256	Species	Lysophosphatidate (26:1)	LPA(26:1)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C29H55O7P	-2	546.717712	548.384216	548.383667	549.391479	587.347351	571.373413	555.399658	566.41803	547.376892	583.353577	607.398071				
SLM:000055257	Species	Lysophosphatidate (26:4)	LPA(26:4)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C29H49O7P	-2	540.669983	542.337219	542.33667	543.344543	581.300415	565.326477	549.352722	560.371094	541.329956	577.306641	601.351074				
SLM:000055258	Species	Lysophosphatidate (26:5)	LPA(26:5)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C29H47O7P	-2	538.654114	540.321594	540.321045	541.328857	579.284729	563.310791	547.337036	558.355408	539.314331	575.291016	599.335449				
SLM:000055259	Species	Lysophosphatidate (26:6)	LPA(26:6)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C29H45O7P	-2	536.638306	538.305969	538.30542	539.313232	577.269104	561.295166	545.321411	556.339783	537.298645	573.27533	597.319763				
SLM:000055260	Species	Lysophosphatidate (28:0)	LPA(28:0)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C31H61O7P	-2	576.786682	578.431152	578.430603	579.438416	617.394287	601.420349	585.446594	596.464966	577.423889	613.400513	637.445007				
SLM:000055261	Species	Lysophosphatidate (28:4)	LPA(28:4)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C31H53O7P	-2	568.723206	570.36853	570.367981	571.375793	609.331726	593.357788	577.383972	588.402344	569.361267	605.337952	629.382385				
SLM:000055262	Species	Lysophosphatidate (28:5)	LPA(28:5)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C31H51O7P	-2	566.707275	568.352905	568.352356	569.360168	607.31604	591.342102	575.368347	586.386719	567.345642	603.322266	627.36676				
SLM:000055263	Species	Lysophosphatidate (28:6)	LPA(28:6)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C31H49O7P	-2	564.691406	566.337219	566.33667	567.344543	605.300415	589.326477	573.352722	584.371094	565.329956	601.306641	625.351074				
SLM:000055264	Species	Lysophosphatidate (2:0)	LPA(2:0)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C5H9O7P	-2	212.095596	214.024246	214.023697	215.031509	252.987396	237.013458	221.039688	232.05806	213.016968	248.993637	273.038086				
SLM:000055265	Species	Lysophosphatidate (30:0)	LPA(30:0)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C33H65O7P	-2	604.839905	606.462463	606.461914	607.469727	645.425598	629.45166	613.477905	624.496277	605.455139	641.431824	665.476318				
SLM:000055266	Species	Lysophosphatidate (30:4)	LPA(30:4)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C33H57O7P	-2	596.776306	598.399841	598.399292	599.407104	637.362976	621.389038	605.415283	616.433655	597.392578	633.369263	657.413696				
SLM:000055267	Species	Lysophosphatidate (30:5)	LPA(30:5)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C33H55O7P	-2	594.760498	596.384216	596.383667	597.391479	635.347351	619.373413	603.399658	614.41803	595.376892	631.353577	655.398071				
SLM:000055268	Species	Lysophosphatidate (30:6)	LPA(30:6)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C33H53O7P	-2	592.744629	594.36853	594.367981	595.375793	633.331726	617.357788	601.383972	612.402344	593.361267	629.337952	653.382385				
SLM:000055269	Species	Lysophosphatidate (32:4)	LPA(32:4)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C35H61O7P	-2	624.829529	626.431152	626.430603	627.438416	665.394287	649.420349	633.446594	644.464966	625.423889	661.400513	685.445007				
SLM:000055270	Species	Lysophosphatidate (32:5)	LPA(32:5)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C35H59O7P	-2	622.813599	624.415466	624.414917	625.422791	663.378662	647.404724	631.430969	642.449341	623.408203	659.384888	683.429321				
SLM:000055271	Species	Lysophosphatidate (32:6)	LPA(32:6)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C35H57O7P	-2	620.797729	622.399841	622.399292	623.407104	661.362976	645.389038	629.415283	640.433655	621.392578	657.369263	681.413696				
SLM:000055272	Species	Lysophosphatidate (34:4)	LPA(34:4)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C37H65O7P	-2	652.88269	654.462463	654.461914	655.469727	693.425598	677.45166	661.477905	672.496277	653.455139	689.431824	713.476318				
SLM:000055273	Species	Lysophosphatidate (34:5)	LPA(34:5)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C37H63O7P	-2	650.866821	652.446777	652.446228	653.454041	691.409973	675.436035	659.462219	670.480591	651.439514	687.416199	711.460632				
SLM:000055274	Species	Lysophosphatidate (34:6)	LPA(34:6)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C37H61O7P	-2	648.850891	650.431152	650.430603	651.438416	689.394287	673.420349	657.446594	668.464966	649.423889	685.400513	709.445007				
SLM:000055275	Species	Lysophosphatidate (36:4)	LPA(36:4)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C39H69O7P	-2	680.935791	682.493713	682.493164	683.501038	721.456909	705.482971	689.509216	700.527588	681.48645	717.463135	741.507568				
SLM:000055276	Species	Lysophosphatidate (36:5)	LPA(36:5)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C39H67O7P	-2	678.919922	680.478088	680.477539	681.485352	719.441223	703.467285	687.49353	698.511902	679.470825	715.44751	739.491943				
SLM:000055277	Species	Lysophosphatidate (36:6)	LPA(36:6)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C39H65O7P	-2	676.904114	678.462463	678.461914	679.469727	717.425598	701.45166	685.477905	696.496277	677.455139	713.431824	737.476318				
SLM:000055278	Species	Lysophosphatidate (38:4)	LPA(38:4)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C41H73O7P	-2	708.989014	710.525024	710.524475	711.532288	749.48822	733.514282	717.540527	728.558838	709.517761	745.494446	769.538879				
SLM:000055279	Species	Lysophosphatidate (38:5)	LPA(38:5)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C41H71O7P	-2	706.973083	708.509399	708.50885	709.516663	747.472534	731.498596	715.524841	726.543213	707.502136	743.478821	767.523254				
SLM:000055280	Species	Lysophosphatidate (3:0)	LPA(3:0)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C6H11O7P	-2	226.122192	228.039886	228.039337	229.047165	267.003052	251.029114	235.055344	246.073715	227.032608	263.009277	287.053741				
SLM:000055281	Species	Lysophosphatidate (4:0)	LPA(4:0)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C7H13O7P	-2	240.148804	242.055542	242.054993	243.06282	281.018707	265.044769	249.070999	260.089355	241.048264	277.024933	301.069397				
SLM:000055282	Species	Lysophosphatidate (6:0)	LPA(6:0)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C9H17O7P	-2	268.201904	270.086853	270.086304	271.094116	309.049988	293.07605	277.102295	288.120667	269.079559	305.056244	329.100677				
SLM:000055283	Species	Lysophosphatidate (8:0)	LPA(8:0)		SLM:000055199			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C11H21O7P	-2	296.255096	298.118134	298.117584	299.125427	337.081299	321.107361	305.133606	316.151978	297.11087	333.087555	357.131989				
SLM:000055284	Species	Lysophosphatidate (O-13:0)	LPA(O-13:0)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C16H33O6P	-2	352.40451	354.217133	354.216583	355.224396	393.180298	377.20636	361.232574	372.250946	353.209839	389.186523	413.230988				
SLM:000055285	Species	Lysophosphatidate (O-13:1)	LPA(O-13:1)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C16H31O6P	-2	350.388611	352.201477	352.200928	353.20874	391.164642	375.190704	359.216919	370.235291	351.194214	387.170868	411.215332				
SLM:000055286	Species	Lysophosphatidate (O-14:0)	LPA(O-14:0)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C17H35O6P	-2	366.431091	368.232788	368.232239	369.240051	407.195923	391.221985	375.24823	386.266602	367.225494	403.202179	427.246643				
SLM:000055287	Species	Lysophosphatidate (O-14:1)	LPA(O-14:1)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C17H33O6P	-2	364.415192	366.217133	366.216583	367.224396	405.180298	389.20636	373.232574	384.250946	365.209839	401.186523	425.230988				
SLM:000055288	Species	Lysophosphatidate (O-15:0)	LPA(O-15:0)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C18H37O6P	-2	380.457611	382.248413	382.247864	383.255707	421.211578	405.23764	389.263885	400.282257	381.24115	417.217834	441.262268				
SLM:000055289	Species	Lysophosphatidate (O-15:1)	LPA(O-15:1)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C18H35O6P	-2	378.441803	380.232788	380.232239	381.240051	419.195923	403.221985	387.24823	398.266602	379.225494	415.202179	439.246643				
SLM:000055290	Species	Lysophosphatidate (O-16:0)	LPA(O-16:0)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C19H39O6P	-2	394.484192	396.264069	396.263519	397.271362	435.227234	419.253296	403.279541	414.297913	395.256805	431.23349	455.277924				
SLM:000055291	Species	Lysophosphatidate (O-16:1)	LPA(O-16:1)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C19H37O6P	-2	392.468292	394.248413	394.247864	395.255707	433.211578	417.23764	401.263885	412.282257	393.24115	429.217834	453.262268				
SLM:000055292	Species	Lysophosphatidate (O-17:0)	LPA(O-17:0)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C20H41O6P	-2	408.510803	410.279724	410.279175	411.286987	449.242889	433.268951	417.295166	428.313538	409.272461	445.249115	469.293579				
SLM:000055293	Species	Lysophosphatidate (O-17:1)	LPA(O-17:1)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C20H39O6P	-2	406.494904	408.264069	408.263519	409.271362	447.227234	431.253296	415.279541	426.297913	407.256805	443.23349	467.277924				
SLM:000055294	Species	Lysophosphatidate (O-18:0)	LPA(O-18:0)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C21H43O6P	-2	422.537415	424.29538	424.29483	425.302643	463.258545	447.284607	431.310822	442.329193	423.288086	459.264771	483.309235				
SLM:000055295	Species	Lysophosphatidate (O-18:1)	LPA(O-18:1)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C21H41O6P	-2	420.521515	422.279724	422.279175	423.286987	461.242889	445.268951	429.295166	440.313538	421.272461	457.249115	481.293579				
SLM:000055296	Species	Lysophosphatidate (O-18:2)	LPA(O-18:2)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C21H39O6P	-2	418.505615	420.264069	420.263519	421.271362	459.227234	443.253296	427.279541	438.297913	419.256805	455.23349	479.277924				
SLM:000055297	Species	Lysophosphatidate (O-18:3)	LPA(O-18:3)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C21H37O6P	-2	416.489685	418.248413	418.247864	419.255707	457.211578	441.23764	425.263885	436.282257	417.24115	453.217834	477.262268				
SLM:000055298	Species	Lysophosphatidate (O-20:0)	LPA(O-20:0)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C23H47O6P	-2	450.590515	452.326691	452.326141	453.333954	491.289825	475.315887	459.342133	470.360504	451.319397	487.296082	511.340515				
SLM:000055299	Species	Lysophosphatidate (O-20:1)	LPA(O-20:1)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C23H45O6P	-2	448.574707	450.311035	450.310486	451.318298	489.27417	473.300232	457.326477	468.344849	449.303741	485.280426	509.32489				
SLM:000055300	Species	Lysophosphatidate (O-20:2)	LPA(O-20:2)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C23H43O6P	-2	446.558807	448.29538	448.29483	449.302643	487.258545	471.284607	455.310822	466.329193	447.288086	483.264771	507.309235				
SLM:000055301	Species	Lysophosphatidate (O-22:0)	LPA(O-22:0)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C25H51O6P	-2	478.643707	480.357971	480.357422	481.365265	519.321106	503.347198	487.373444	498.391815	479.350708	515.327393	539.371826				
SLM:000055302	Species	Lysophosphatidate (O-22:1)	LPA(O-22:1)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C25H49O6P	-2	476.627808	478.342316	478.341766	479.349609	517.305481	501.331543	485.357788	496.37616	477.335052	513.311707	537.356201				
SLM:000055303	Species	Lysophosphatidate (O-22:2)	LPA(O-22:2)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C25H47O6P	-2	474.611908	476.326691	476.326141	477.333954	515.289856	499.315887	483.342133	494.360504	475.319397	511.296082	535.340515				
SLM:000055304	Species	Lysophosphatidate (O-24:0)	LPA(O-24:0)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C27H55O6P	-2	506.696899	508.389282	508.388733	509.396545	547.352417	531.378479	515.404724	526.423096	507.381989	543.358704	567.403137				
SLM:000055305	Species	Lysophosphatidate (O-24:1)	LPA(O-24:1)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C27H53O6P	-2	504.681	506.373627	506.373077	507.38089	545.336792	529.362854	513.389099	524.407471	505.366364	541.343018	565.387451				
SLM:000055306	Species	Lysophosphatidate (O-26:0)	LPA(O-26:0)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C29H59O6P	-2	534.75	536.420593	536.420044	537.427856	575.383728	559.40979	543.436035	554.454407	535.41333	571.389954	595.434448				
SLM:000055307	Species	Lysophosphatidate (O-26:1)	LPA(O-26:1)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C29H57O6P	-2	532.73407	534.404907	534.404358	535.412231	573.368103	557.394165	541.42041	552.438782	533.397644	569.374329	593.418762				
SLM:000055308	Species	Lysophosphatidate (O-28:0)	LPA(O-28:0)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C31H63O6P	-2	562.803223	564.451904	564.451355	565.459167	603.415039	587.441101	571.467346	582.485718	563.44458	599.421265	623.465759				
SLM:000055309	Species	Lysophosphatidate (O-28:1)	LPA(O-28:1)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C31H61O6P	-2	560.787292	562.436218	562.435669	563.443481	601.399414	585.425476	569.45166	580.470032	561.428955	597.40564	621.450073				
SLM:000055310	Species	Lysophosphatidate (O-30:0)	LPA(O-30:0)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C33H67O6P	-2	590.856323	592.483154	592.482605	593.490479	631.44635	615.472412	599.498657	610.517029	591.475891	627.452576	651.497009				
SLM:000055311	Species	Lysophosphatidate (O-30:1)	LPA(O-30:1)		SLM:000055198			[O-]P([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C33H65O6P	-2	588.840515	590.467529	590.46698	591.474792	629.430664	613.456726	597.482971	608.501343	589.460266	625.436951	649.481384				
SLM:000055312	Species	Lysophosphatidylcholine (10:0)	LPC(10:0)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C18H38NO7P	0	411.470612	411.238586	411.238037	412.24588	450.201752	434.227814	418.254059	429.2724		446.207977	470.252441				
SLM:000055313	Species	Lysophosphatidylcholine (12:0)	LPC(12:0)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C20H42NO7P	0	439.523712	439.269897	439.269348	440.277161	478.233032	462.259125	446.285339	457.303711		474.239288	498.283752				
SLM:000055314	Species	Lysophosphatidylcholine (13:0)	LPC(13:0)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C21H44NO7P	0	453.550293	453.285553	453.285004	454.292816	492.248688	476.27475	460.300995	471.319366		488.254944	512.299377				
SLM:000055315	Species	Lysophosphatidylcholine (14:0)	LPC(14:0)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C22H46NO7P	0	467.576904	467.301178	467.300629	468.308472	506.264343	490.290405	474.31665	485.335022		502.270599	526.315063	64483			
SLM:000055316	Species	Lysophosphatidylcholine (14:1)	LPC(14:1)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C22H44NO7P	0	465.561005	465.285553	465.285004	466.292816	504.248688	488.27475	472.300995	483.319366		500.254944	524.299377	67054			
SLM:000055317	Species	Lysophosphatidylcholine (15:0)	LPC(15:0)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C23H48NO7P	0	481.603485	481.316833	481.316284	482.324127	520.279968	504.306061	488.332306	499.350677		516.286255	540.330688				
SLM:000055318	Species	Lysophosphatidylcholine (16:0)	LPC(16:0)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C24H50NO7P	0	495.630096	495.332489	495.33194	496.339752	534.295654	518.321716	502.347931	513.366333		530.30188	554.346313	64563			27758859 | 23670529 | 19603071 | 21880860 | 12032167 | 17158102 | 9920938 | 22825852 | 18832345 | 10819989 | 19047760 | 16787387
SLM:000055319	Species	Lysophosphatidylcholine (16:1)	LPC(16:1)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C24H48NO7P	0	493.614197	493.316833	493.316284	494.324127	532.279968	516.306091	500.332306	511.350677		528.286255	552.330688	64560			20431113
SLM:000055320	Species	Lysophosphatidylcholine (16:2)	LPC(16:2)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C24H46NO7P	0	491.598297	491.301178	491.300629	492.308472	530.264343	514.290405	498.31665	509.335022		526.270569	550.315063				
SLM:000055321	Species	Lysophosphatidylcholine (17:0)	LPC(17:0)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C25H52NO7P	0	509.656586	509.348145	509.347595	510.355408	548.311279	532.337341	516.363586	527.381958		544.317566	568.362				
SLM:000055322	Species	Lysophosphatidylcholine (18:0)	LPC(18:0)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C26H54NO7P	0	523.683228	523.36377	523.36322	524.371094	562.326965	546.353027	530.379272	541.397644		558.333191	582.377625	64561			23670529 | 18832345 | 20431113
SLM:000055323	Species	Lysophosphatidylcholine (18:1)	LPC(18:1)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C26H52NO7P	0	521.667297	521.348145	521.347595	522.355408	560.311279	544.337341	528.363586	539.381958		556.317566	580.362	64566			23670529 | 19603071 | 20431113 | 18832345
SLM:000055324	Species	Lysophosphatidylcholine (18:2)	LPC(18:2)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C26H50NO7P	0	519.651489	519.332458	519.33197	520.339783	558.295654	542.321716	526.347961	537.366333		554.30188	578.346313				23670529 | 19603071 | 20431113 | 18832345
SLM:000055325	Species	Lysophosphatidylcholine (18:3)	LPC(18:3)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C26H48NO7P	0	517.63562	517.316833	517.316284	518.324097	556.279968	540.306091	524.332275	535.350647		552.286255	576.330688				19603071
SLM:000055326	Species	Lysophosphatidylcholine (18:4)	LPC(18:4)		SLM:000055200			C[N+](C)(C)CCOP([O-])(=O)OCC(CO[*])O[*]	InChI=none	InChIKey=none	C26H46NO7P	0	515.61969	515.301208	515.300659	516.308472	554.264343	538.290405	522.31665	533.335022		550.270569	574.315063				
